idx,r,g,b,a,VIS,MSH,name
427,13,159,145,1.0,1.0,1.0,Ectorhinal area/Layer 2/3
988,13,159,145,1.0,1.0,1.0,Ectorhinal area/Layer 5
977,13,159,145,1.0,1.0,1.0,Ectorhinal area/Layer 6a
1045,13,159,145,1.0,1.0,1.0,Ectorhinal area/Layer 6b
698,154,210,189,1.0,1.0,1.0,Olfactory areas
507,154,210,189,1.0,1.0,1.0,Main olfactory bulb
212,130,199,174,1.0,1.0,1.0,"Main olfactory bulb, glomerular layer"
220,130,199,174,1.0,1.0,1.0,"Main olfactory bulb, granule layer"
228,154,210,189,1.0,1.0,1.0,"Main olfactory bulb, inner plexiform layer"
236,130,199,174,1.0,1.0,1.0,"Main olfactory bulb, mitral layer"
244,154,210,189,1.0,1.0,1.0,"Main olfactory bulb, outer plexiform layer"
151,157,240,210,1.0,1.0,1.0,Accessory olfactory bulb
188,157,240,210,1.0,1.0,1.0,"Accessory olfactory bulb, glomerular layer"
196,149,228,200,1.0,1.0,1.0,"Accessory olfactory bulb, granular layer"
204,157,240,210,1.0,1.0,1.0,"Accessory olfactory bulb, mitral layer"
159,84,191,148,1.0,1.0,1.0,Anterior olfactory nucleus
167,84,191,148,1.0,1.0,1.0,"Anterior olfactory nucleus, dorsal part"
175,84,191,148,1.0,1.0,1.0,"Anterior olfactory nucleus, external part"
183,84,191,148,1.0,1.0,1.0,"Anterior olfactory nucleus, lateral part"
191,84,191,148,1.0,1.0,1.0,"Anterior olfactory nucleus, medial part"
199,84,191,148,1.0,1.0,1.0,"Anterior olfactory nucleus, posteroventral part"
160,84,191,148,1.0,1.0,1.0,"Anterior olfactory nucleus, layer 1"
168,84,191,148,1.0,1.0,1.0,"Anterior olfactory nucleus, layer 2"
589,98,208,159,1.0,1.0,1.0,Taenia tecta
597,98,208,159,1.0,1.0,1.0,"Taenia tecta, dorsal part"
297,98,208,159,1.0,1.0,1.0,"Taenia tecta, dorsal part, layers 1-4"
1034,98,208,159,1.0,1.0,1.0,"Taenia tecta, dorsal part, layer 1"
1042,98,208,159,1.0,1.0,1.0,"Taenia tecta, dorsal part, layer 2"
1050,98,208,159,1.0,1.0,1.0,"Taenia tecta, dorsal part, layer 3"
1059,98,208,159,1.0,1.0,1.0,"Taenia tecta, dorsal part, layer 4"
605,98,208,159,1.0,1.0,1.0,"Taenia tecta, ventral part"
306,98,208,159,1.0,1.0,1.0,"Taenia tecta, ventral part, layers 1-3"
1067,98,208,159,1.0,1.0,1.0,"Taenia tecta, ventral part, layer 1"
1075,98,208,159,1.0,1.0,1.0,"Taenia tecta, ventral part, layer 2"
1082,98,208,159,1.0,1.0,1.0,"Taenia tecta, ventral part, layer 3"
814,164,218,164,1.0,1.0,1.0,Dorsal peduncular area
496,164,218,164,1.0,1.0,1.0,"Dorsal peduncular area, layer 1"
535,164,218,164,1.0,1.0,1.0,"Dorsal peduncular area, layer 2"
360,164,218,164,1.0,1.0,1.0,"Dorsal peduncular area, layer 2/3"
646,164,218,164,1.0,1.0,1.0,"Dorsal peduncular area, layer 5"
267,164,218,164,1.0,1.0,1.0,"Dorsal peduncular area, layer 6a"
961,106,203,186,1.0,1.0,1.0,Piriform area
152,106,203,186,1.0,1.0,1.0,"Piriform area, layers 1-3"
276,106,203,186,1.0,1.0,1.0,"Piriform area, molecular layer"
284,106,203,186,1.0,1.0,1.0,"Piriform area, pyramidal layer"
291,106,203,186,1.0,1.0,1.0,"Piriform area, polymorph layer"
619,149,228,200,1.0,1.0,1.0,Nucleus of the lateral olfactory tract
392,149,228,200,1.0,1.0,1.0,"Nucleus of the lateral olfactory tract, layers 1-3"
260,149,228,200,1.0,1.0,1.0,"Nucleus of the lateral olfactory tract, molecular layer"
268,149,228,200,1.0,1.0,1.0,"Nucleus of the lateral olfactory tract, pyramidal layer"
1139,149,228,200,1.0,1.0,1.0,"Nucleus of the lateral olfactory tract, layer 3"
631,97,231,183,1.0,1.0,1.0,Cortical amygdalar area
639,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, anterior part"
192,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, anterior part, layer 1"
200,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, anterior part, layer 2"
208,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, anterior part, layer 3"
647,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, posterior part"
655,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, posterior part, lateral zone"
584,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, posterior part, lateral zone, layers 1-2"
376,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, posterior part, lateral zone, layers 1-3"
216,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, posterior part, lateral zone, layer 1"
224,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, posterior part, lateral zone, layer 2"
232,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, posterior part, lateral zone, layer 3"
663,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, posterior part, medial zone"
592,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, posterior part, medial zone, layers 1-2"
383,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, posterior part, medial zone, layers 1-3"
240,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, posterior part, medial zone, layer 1"
248,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, posterior part, medial zone, layer 2"
256,97,231,183,1.0,1.0,1.0,"Cortical amygdalar area, posterior part, medial zone, layer 3"
788,89,218,171,1.0,1.0,1.0,Piriform-amygdalar area
400,89,218,171,1.0,1.0,1.0,"Piriform-amygdalar area, layers 1-3"
408,89,218,171,1.0,1.0,1.0,"Piriform-amygdalar area, molecular layer"
416,89,218,171,1.0,1.0,1.0,"Piriform-amygdalar area, pyramidal layer"
424,89,218,171,1.0,1.0,1.0,"Piriform-amygdalar area, polymorph layer"
566,168,236,211,1.0,1.0,1.0,Postpiriform transition area
517,168,236,211,1.0,1.0,1.0,"Postpiriform transition area, layers 1-3"
1140,168,236,211,1.0,1.0,1.0,"Postpiriform transition area, layers 1"
1141,168,236,211,1.0,1.0,1.0,"Postpiriform transition area, layers 2"
1142,168,236,211,1.0,1.0,1.0,"Postpiriform transition area, layers 3"
1089,126,208,75,1.0,1.0,1.0,Hippocampal formation
1080,126,208,75,1.0,1.0,1.0,Hippocampal region
375,126,208,75,1.0,1.0,1.0,Ammon's horn
382,126,208,75,1.0,1.0,1.0,Field CA1
391,126,208,75,1.0,1.0,1.0,"Field CA1, stratum lacunosum-moleculare"
399,126,208,75,1.0,1.0,1.0,"Field CA1, stratum oriens"
407,102,168,61,1.0,1.0,1.0,"Field CA1, pyramidal layer"
415,126,208,75,1.0,1.0,1.0,"Field CA1, stratum radiatum"
423,126,208,75,1.0,1.0,1.0,Field CA2
431,126,208,75,1.0,1.0,1.0,"Field CA2, stratum lacunosum-moleculare"
438,126,208,75,1.0,1.0,1.0,"Field CA2, stratum oriens"
446,102,168,61,1.0,1.0,1.0,"Field CA2, pyramidal layer"
454,126,208,75,1.0,1.0,1.0,"Field CA2, stratum radiatum"
463,126,208,75,1.0,1.0,1.0,Field CA3
471,126,208,75,1.0,1.0,1.0,"Field CA3, stratum lacunosum-moleculare"
479,126,208,75,1.0,1.0,1.0,"Field CA3, stratum lucidum"
486,126,208,75,1.0,1.0,1.0,"Field CA3, stratum oriens"
495,102,168,61,1.0,1.0,1.0,"Field CA3, pyramidal layer"
504,126,208,75,1.0,1.0,1.0,"Field CA3, stratum radiatum"
726,126,208,75,1.0,1.0,1.0,Dentate gyrus
10703,126,208,75,1.0,1.0,1.0,"Dentate gyrus, molecular layer"
10704,126,208,75,1.0,1.0,1.0,"Dentate gyrus, polymorph layer"
632,102,168,61,1.0,1.0,1.0,"Dentate gyrus, granule cell layer"
10702,126,208,75,1.0,1.0,1.0,"Dentate gyrus, subgranular zone"
734,126,208,75,1.0,1.0,1.0,Dentate gyrus crest
742,126,208,75,1.0,1.0,1.0,"Dentate gyrus crest, molecular layer"
751,126,208,75,1.0,1.0,1.0,"Dentate gyrus crest, polymorph layer"
758,126,208,75,1.0,1.0,1.0,"Dentate gyrus crest, granule cell layer"
766,126,208,75,1.0,1.0,1.0,Dentate gyrus lateral blade
775,126,208,75,1.0,1.0,1.0,"Dentate gyrus lateral blade, molecular layer"
782,126,208,75,1.0,1.0,1.0,"Dentate gyrus lateral blade, polymorph layer"
790,126,208,75,1.0,1.0,1.0,"Dentate gyrus lateral blade, granule cell layer"
799,126,208,75,1.0,1.0,1.0,Dentate gyrus medial blade
807,126,208,75,1.0,1.0,1.0,"Dentate gyrus medial blade, molecular layer"
815,126,208,75,1.0,1.0,1.0,"Dentate gyrus medial blade, polymorph layer"
823,126,208,75,1.0,1.0,1.0,"Dentate gyrus medial blade, granule cell layer"
982,126,208,75,1.0,1.0,1.0,Fasciola cinerea
19,126,208,75,1.0,1.0,1.0,Induseum griseum
822,50,184,37,1.0,1.0,1.0,Retrohippocampal region
909,50,184,37,1.0,1.0,1.0,Entorhinal area
918,50,184,37,1.0,1.0,1.0,"Entorhinal area, lateral part"
1121,50,184,37,1.0,1.0,1.0,"Entorhinal area, lateral part, layer 1"
20,50,184,37,1.0,1.0,1.0,"Entorhinal area, lateral part, layer 2"
999,50,184,37,1.0,1.0,1.0,"Entorhinal area, lateral part, layer 2/3"
715,50,184,37,1.0,1.0,1.0,"Entorhinal area, lateral part, layer 2a"
764,50,184,37,1.0,1.0,1.0,"Entorhinal area, lateral part, layer 2b"
52,50,184,37,1.0,1.0,1.0,"Entorhinal area, lateral part, layer 3"
92,50,184,37,1.0,1.0,1.0,"Entorhinal area, lateral part, layer 4"
312,50,184,37,1.0,1.0,1.0,"Entorhinal area, lateral part, layer 4/5"
139,50,184,37,1.0,1.0,1.0,"Entorhinal area, lateral part, layer 5"
387,50,184,37,1.0,1.0,1.0,"Entorhinal area, lateral part, layer 5/6"
28,50,184,37,1.0,1.0,1.0,"Entorhinal area, lateral part, layer 6a"
60,50,184,37,1.0,1.0,1.0,"Entorhinal area, lateral part, layer 6b"
926,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, dorsal zone"
526,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, dorsal zone, layer 1"
543,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, dorsal zone, layer 2"
468,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, dorsal zone, layer 2a"
508,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, dorsal zone, layer 2b"
664,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, dorsal zone, layer 3"
712,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, dorsal zone, layer 4"
727,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, dorsal zone, layer 5"
550,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, dorsal zone, layer 5/6"
743,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, dorsal zone, layer 6"
934,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, ventral zone"
259,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, ventral zone, layer 1"
324,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, ventral zone, layer 2"
371,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, ventral zone, layer 3"
419,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, ventral zone, layer 4"
1133,50,184,37,1.0,1.0,1.0,"Entorhinal area, medial part, ventral zone, layer 5/6"
843,114,213,105,1.0,1.0,1.0,Parasubiculum
10693,114,213,105,1.0,1.0,1.0,"Parasubiculum, layer 1"
10694,114,213,105,1.0,1.0,1.0,"Parasubiculum, layer 2"
10695,114,213,105,1.0,1.0,1.0,"Parasubiculum, layer 3"
1037,72,200,60,1.0,1.0,1.0,Postsubiculum
10696,72,200,60,1.0,1.0,1.0,"Postsubiculum, layer 1"
10697,72,200,60,1.0,1.0,1.0,"Postsubiculum, layer 2"
10698,72,200,60,1.0,1.0,1.0,"Postsubiculum, layer 3"
1084,89,185,71,1.0,1.0,1.0,Presubiculum
10699,89,185,71,1.0,1.0,1.0,"Presubiculum, layer 1"
10700,89,185,71,1.0,1.0,1.0,"Presubiculum, layer 2"
10701,89,185,71,1.0,1.0,1.0,"Presubiculum, layer 3"
502,79,194,68,1.0,1.0,1.0,Subiculum
509,79,194,68,1.0,1.0,1.0,"Subiculum, dorsal part"
829,79,194,68,1.0,1.0,1.0,"Subiculum, dorsal part, molecular layer"
845,75,181,71,1.0,1.0,1.0,"Subiculum, dorsal part, pyramidal layer"
837,79,194,68,1.0,1.0,1.0,"Subiculum, dorsal part, stratum radiatum"
518,79,194,68,1.0,1.0,1.0,"Subiculum, ventral part"
853,79,194,68,1.0,1.0,1.0,"Subiculum, ventral part, molecular layer"
870,75,181,71,1.0,1.0,1.0,"Subiculum, ventral part, pyramidal layer"
861,79,194,68,1.0,1.0,1.0,"Subiculum, ventral part, stratum radiatum"
484682470,88,186,72,1.0,1.0,1.0,Prosubiculum
484682475,88,186,72,1.0,1.0,1.0,"Prosubiculum, dorsal part"
484682479,88,186,72,1.0,1.0,1.0,"Prosubiculum, dorsal part, molecular layer"
484682483,86,184,75,1.0,1.0,1.0,"Prosubiculum, dorsal part, pyramidal layer"
484682487,88,186,72,1.0,1.0,1.0,"Prosubiculum, dorsal part, stratum radiatum"
484682492,88,186,72,1.0,1.0,1.0,"Prosubiculum, ventral part"
484682496,88,186,72,1.0,1.0,1.0,"Prosubiculum, ventral part, molecular layer"
484682500,86,184,75,1.0,1.0,1.0,"Prosubiculum, ventral part, pyramidal layer"
484682504,88,186,72,1.0,1.0,1.0,"Prosubiculum, ventral part, stratum radiatum"
484682508,51,185,50,1.0,1.0,1.0,Area prostriata
703,138,218,135,1.0,1.0,1.0,Cortical subplate
16,138,218,135,1.0,1.0,1.0,"Layer 6b, isocortex"
583,138,218,135,1.0,1.0,1.0,Claustrum
942,160,238,157,1.0,1.0,1.0,Endopiriform nucleus
952,160,238,157,1.0,1.0,1.0,"Endopiriform nucleus, dorsal part"
966,160,238,157,1.0,1.0,1.0,"Endopiriform nucleus, ventral part"
131,144,235,141,1.0,1.0,1.0,Lateral amygdalar nucleus
295,157,231,156,1.0,1.0,1.0,Basolateral amygdalar nucleus
303,157,231,156,1.0,1.0,1.0,"Basolateral amygdalar nucleus, anterior part"
311,157,231,156,1.0,1.0,1.0,"Basolateral amygdalar nucleus, posterior part"
451,157,231,156,1.0,1.0,1.0,"Basolateral amygdalar nucleus, ventral part"
319,132,234,129,1.0,1.0,1.0,Basomedial amygdalar nucleus
327,132,234,129,1.0,1.0,1.0,"Basomedial amygdalar nucleus, anterior part"
334,132,234,129,1.0,1.0,1.0,"Basomedial amygdalar nucleus, posterior part"
780,151,236,147,1.0,1.0,1.0,Posterior amygdalar nucleus
623,152,214,249,1.0,1.0,1.0,Cerebral nuclei
477,152,214,249,1.0,1.0,1.0,Striatum
485,152,214,249,1.0,1.0,1.0,Striatum dorsal region
672,152,214,249,1.0,1.0,1.0,Caudoputamen
493,128,205,248,1.0,1.0,1.0,Striatum ventral region
56,128,205,248,1.0,1.0,1.0,Nucleus accumbens
998,128,205,248,1.0,1.0,1.0,Fundus of striatum
754,128,205,248,1.0,1.0,1.0,Olfactory tubercle
481,128,205,248,1.0,1.0,1.0,Islands of Calleja
489,128,205,248,1.0,1.0,1.0,Major island of Calleja
144,128,205,248,1.0,1.0,1.0,"Olfactory tubercle, layers 1-3"
458,128,205,248,1.0,1.0,1.0,"Olfactory tubercle, molecular layer"
465,128,205,248,1.0,1.0,1.0,"Olfactory tubercle, pyramidal layer"
473,128,205,248,1.0,1.0,1.0,"Olfactory tubercle, polymorph layer"
275,144,203,237,1.0,1.0,1.0,Lateral septal complex
242,144,203,237,1.0,1.0,1.0,Lateral septal nucleus
250,144,203,237,1.0,1.0,1.0,"Lateral septal nucleus, caudal (caudodorsal) part"
258,144,203,237,1.0,1.0,1.0,"Lateral septal nucleus, rostral (rostroventral) part"
266,144,203,237,1.0,1.0,1.0,"Lateral septal nucleus, ventral part"
310,144,203,237,1.0,1.0,1.0,Septofimbrial nucleus
333,144,203,237,1.0,1.0,1.0,Septohippocampal nucleus
278,128,192,226,1.0,1.0,1.0,Striatum-like amygdalar nuclei
23,128,192,226,1.0,1.0,1.0,Anterior amygdalar area
292,128,192,226,1.0,1.0,1.0,Bed nucleus of the accessory olfactory tract
536,128,192,226,1.0,1.0,1.0,Central amygdalar nucleus
544,128,192,226,1.0,1.0,1.0,"Central amygdalar nucleus, capsular part"
551,128,192,226,1.0,1.0,1.0,"Central amygdalar nucleus, lateral part"
559,128,192,226,1.0,1.0,1.0,"Central amygdalar nucleus, medial part"
1105,128,192,226,1.0,1.0,1.0,Intercalated amygdalar nucleus
403,128,192,226,1.0,1.0,1.0,Medial amygdalar nucleus
411,128,192,226,1.0,1.0,1.0,"Medial amygdalar nucleus, anterodorsal part"
418,128,192,226,1.0,1.0,1.0,"Medial amygdalar nucleus, anteroventral part"
426,128,192,226,1.0,1.0,1.0,"Medial amygdalar nucleus, posterodorsal part"
472,128,192,226,1.0,1.0,1.0,"Medial amygdalar nucleus, posterodorsal part, sublayer a"
480,128,192,226,1.0,1.0,1.0,"Medial amygdalar nucleus, posterodorsal part, sublayer b"
487,128,192,226,1.0,1.0,1.0,"Medial amygdalar nucleus, posterodorsal part, sublayer c"
435,128,192,226,1.0,1.0,1.0,"Medial amygdalar nucleus, posteroventral part"
803,133,153,204,1.0,1.0,1.0,Pallidum
818,133,153,204,1.0,1.0,1.0,"Pallidum, dorsal region"
1022,133,153,204,1.0,1.0,1.0,"Globus pallidus, external segment"
1031,133,153,204,1.0,1.0,1.0,"Globus pallidus, internal segment"
835,162,177,216,1.0,1.0,1.0,"Pallidum, ventral region"
342,162,177,216,1.0,1.0,1.0,Substantia innominata
298,162,177,216,1.0,1.0,1.0,Magnocellular nucleus
826,150,167,211,1.0,1.0,1.0,"Pallidum, medial region"
904,150,167,211,1.0,1.0,1.0,Medial septal complex
564,150,167,211,1.0,1.0,1.0,Medial septal nucleus
596,150,167,211,1.0,1.0,1.0,Diagonal band nucleus
581,150,167,211,1.0,1.0,1.0,Triangular nucleus of septum
809,179,192,223,1.0,1.0,1.0,"Pallidum, caudal region"
351,179,192,223,1.0,1.0,1.0,Bed nuclei of the stria terminalis
359,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, anterior division"
537,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, anterior division, anterolateral area"
498,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, anterior division, anteromedial area"
505,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus"
513,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus"
546,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus"
521,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus"
554,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, anterior division, oval nucleus"
562,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus"
529,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus"
367,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, posterior division"
569,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus"
578,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, posterior division, principal nucleus"
585,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus"
594,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus"
602,179,192,223,1.0,1.0,1.0,"Bed nuclei of the stria terminalis, posterior division, strial extension"
287,179,192,223,1.0,1.0,1.0,Bed nucleus of the anterior commissure
343,255,112,128,1.0,1.0,1.0,Brain stem
1129,255,112,128,1.0,1.0,1.0,Interbrain
549,255,112,128,1.0,1.0,1.0,Thalamus
864,255,128,132,1.0,1.0,1.0,"Thalamus, sensory-motor cortex related"
637,255,128,132,1.0,1.0,1.0,Ventral group of the dorsal thalamus
629,255,128,132,1.0,1.0,1.0,Ventral anterior-lateral complex of the thalamus
685,255,128,132,1.0,1.0,1.0,Ventral medial nucleus of the thalamus
709,255,128,132,1.0,1.0,1.0,Ventral posterior complex of the thalamus
718,255,128,132,1.0,1.0,1.0,Ventral posterolateral nucleus of the thalamus
725,255,128,132,1.0,1.0,1.0,"Ventral posterolateral nucleus of the thalamus, parvicellular part"
733,255,128,132,1.0,1.0,1.0,Ventral posteromedial nucleus of the thalamus
741,255,128,132,1.0,1.0,1.0,"Ventral posteromedial nucleus of the thalamus, parvicellular part"
406,255,128,132,1.0,1.0,1.0,Subparafascicular nucleus
414,255,128,132,1.0,1.0,1.0,"Subparafascicular nucleus, magnocellular part"
422,255,128,132,1.0,1.0,1.0,"Subparafascicular nucleus, parvicellular part"
609,255,128,132,1.0,1.0,1.0,Subparafascicular area
1044,255,128,132,1.0,1.0,1.0,Peripeduncular nucleus
1008,255,128,132,1.0,1.0,1.0,"Geniculate group, dorsal thalamus"
475,255,128,132,1.0,1.0,1.0,Medial geniculate complex
1072,255,128,132,1.0,1.0,1.0,"Medial geniculate complex, dorsal part"
1079,255,128,132,1.0,1.0,1.0,"Medial geniculate complex, ventral part"
1088,255,128,132,1.0,1.0,1.0,"Medial geniculate complex, medial part"
170,255,128,132,1.0,1.0,1.0,Dorsal part of the lateral geniculate complex
496345664,255,128,132,1.0,1.0,1.0,"Dorsal part of the lateral geniculate complex, shell"
496345668,255,128,132,1.0,1.0,1.0,"Dorsal part of the lateral geniculate complex, core"
496345672,255,128,132,1.0,1.0,1.0,"Dorsal part of the lateral geniculate complex, ipsilateral zone"
856,255,144,159,1.0,1.0,1.0,"Thalamus, polymodal association cortex related"
138,255,144,159,1.0,1.0,1.0,Lateral group of the dorsal thalamus
218,255,144,159,1.0,1.0,1.0,Lateral posterior nucleus of the thalamus
1020,255,144,159,1.0,1.0,1.0,Posterior complex of the thalamus
1029,255,144,159,1.0,1.0,1.0,Posterior limiting nucleus of the thalamus
325,255,144,159,1.0,1.0,1.0,Suprageniculate nucleus
239,255,144,159,1.0,1.0,1.0,Anterior group of the dorsal thalamus
255,255,144,159,1.0,1.0,1.0,Anteroventral nucleus of thalamus
127,255,144,159,1.0,1.0,1.0,Anteromedial nucleus
1096,255,144,159,1.0,1.0,1.0,"Anteromedial nucleus, dorsal part"
1104,255,144,159,1.0,1.0,1.0,"Anteromedial nucleus, ventral part"
64,255,144,159,1.0,1.0,1.0,Anterodorsal nucleus
1120,255,144,159,1.0,1.0,1.0,Interanteromedial nucleus of the thalamus
1113,255,144,159,1.0,1.0,1.0,Interanterodorsal nucleus of the thalamus
155,255,144,159,1.0,1.0,1.0,Lateral dorsal nucleus of thalamus
444,255,144,159,1.0,1.0,1.0,Medial group of the dorsal thalamus
59,255,144,159,1.0,1.0,1.0,Intermediodorsal nucleus of the thalamus
362,255,144,159,1.0,1.0,1.0,Mediodorsal nucleus of thalamus
617,255,144,159,1.0,1.0,1.0,"Mediodorsal nucleus of the thalamus, central part"
626,255,144,159,1.0,1.0,1.0,"Mediodorsal nucleus of the thalamus, lateral part"
636,255,144,159,1.0,1.0,1.0,"Mediodorsal nucleus of the thalamus, medial part"
366,255,144,159,1.0,1.0,1.0,Submedial nucleus of the thalamus
1077,255,144,159,1.0,1.0,1.0,Perireunensis nucleus
571,255,144,159,1.0,1.0,1.0,Midline group of the dorsal thalamus
149,255,144,159,1.0,1.0,1.0,Paraventricular nucleus of the thalamus
15,255,144,159,1.0,1.0,1.0,Parataenial nucleus
181,255,144,159,1.0,1.0,1.0,Nucleus of reunions
51,255,144,159,1.0,1.0,1.0,Intralaminar nuclei of the dorsal thalamus
189,255,144,159,1.0,1.0,1.0,Rhomboid nucleus
599,255,144,159,1.0,1.0,1.0,Central medial nucleus of the thalamus
907,255,144,159,1.0,1.0,1.0,Paracentral nucleus
575,255,144,159,1.0,1.0,1.0,Central lateral nucleus of the thalamus
930,255,144,159,1.0,1.0,1.0,Parafascicular nucleus
262,255,144,159,1.0,1.0,1.0,Reticular nucleus of the thalamus
1014,255,144,159,1.0,1.0,1.0,"Geniculate group, ventral thalamus"
27,255,144,159,1.0,1.0,1.0,Intergeniculate leaflet of the lateral geniculate complex
178,255,144,159,1.0,1.0,1.0,Ventral part of the lateral geniculate complex
300,255,144,159,1.0,1.0,1.0,"Ventral part of the lateral geniculate complex, lateral zone"
316,255,144,159,1.0,1.0,1.0,"Ventral part of the lateral geniculate complex, medial zone"
321,255,144,159,1.0,1.0,1.0,Subgeniculate nucleus
958,255,144,159,1.0,1.0,1.0,Epithalamus
483,255,144,159,1.0,1.0,1.0,Medial habenula
186,255,144,159,1.0,1.0,1.0,Lateral habenula
953,255,144,159,1.0,1.0,1.0,Pineal body
1097,230,68,56,1.0,1.0,1.0,Hypothalamus
157,255,93,80,1.0,1.0,1.0,Periventricular zone
390,255,93,80,1.0,1.0,1.0,Supraoptic nucleus
332,255,93,80,1.0,1.0,1.0,Accessory supraoptic group
432,255,93,80,1.0,1.0,1.0,Nucleus circularis
38,255,93,80,1.0,1.0,1.0,Paraventricular hypothalamic nucleus
71,255,93,80,1.0,1.0,1.0,"Paraventricular hypothalamic nucleus, magnocellular division"
47,255,93,80,1.0,1.0,1.0,"Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part"
79,255,93,80,1.0,1.0,1.0,"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part"
103,255,93,80,1.0,1.0,1.0,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part"
652,255,93,80,1.0,1.0,1.0,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone"
660,255,93,80,1.0,1.0,1.0,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone"
94,255,93,80,1.0,1.0,1.0,"Paraventricular hypothalamic nucleus, parvicellular division"
55,255,93,80,1.0,1.0,1.0,"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part"
87,255,93,80,1.0,1.0,1.0,"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone"
110,255,93,80,1.0,1.0,1.0,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part"
30,255,93,80,1.0,1.0,1.0,"Periventricular hypothalamic nucleus, anterior part"
118,255,93,80,1.0,1.0,1.0,"Periventricular hypothalamic nucleus, intermediate part"
223,255,93,80,1.0,1.0,1.0,Arcuate hypothalamic nucleus
141,255,85,71,1.0,1.0,1.0,Periventricular region
72,255,85,71,1.0,1.0,1.0,Anterodorsal preoptic nucleus
80,255,85,71,1.0,1.0,1.0,Anterior hypothalamic area
263,255,85,71,1.0,1.0,1.0,Anteroventral preoptic nucleus
272,255,85,71,1.0,1.0,1.0,Anteroventral periventricular nucleus
830,255,85,71,1.0,1.0,1.0,Dorsomedial nucleus of the hypothalamus
668,255,85,71,1.0,1.0,1.0,"Dorsomedial nucleus of the hypothalamus, anterior part"
676,255,85,71,1.0,1.0,1.0,"Dorsomedial nucleus of the hypothalamus, posterior part"
684,255,85,71,1.0,1.0,1.0,"Dorsomedial nucleus of the hypothalamus, ventral part"
452,255,85,71,1.0,1.0,1.0,Median preoptic nucleus
523,255,85,71,1.0,1.0,1.0,Medial preoptic area
