idx,name,r,g,b,a,VIS,MSH
192,"Anterior cortical amygdaloid nucleus, layer1",160,255,178,1.0,1.0,1.0
200,"Anterior cortical amygdaloid nucleus, layer2",160,255,178,1.0,1.0,1.0
208,"Anterior cortical amygdaloid nucleus, layer3",160,255,178,1.0,1.0,1.0
216,Posterolateral cortical amygdaloid area 1,160,255,180,1.0,1.0,1.0
224,Posterolateral cortical amygdaloid area 2,160,255,180,1.0,1.0,1.0
232,Posterolateral cortical amygdaloid area 3,160,255,180,1.0,1.0,1.0
663,Posteromedial cortical amygdaloid area,160,255,181,1.0,1.0,1.0
240,Posteromedial cortical amygdaloid area 1,160,255,181,1.0,1.0,1.0
248,Posteromedial cortical amygdaloid area 2,160,255,181,1.0,1.0,1.0
256,Posteromedial cortical amygdaloid area 3,160,255,181,1.0,1.0,1.0
408,Rostral amygdalopiriform area 1,160,255,169,1.0,1.0,1.0
416,Rostral amygdalopiriform area 2,160,255,169,1.0,1.0,1.0
424,Rostral amygdalopiriform area 3,160,255,169,1.0,1.0,1.0
566,Amygdalopiriform transition area,160,255,166,1.0,1.0,1.0
1140,"Postpiriform transition area, layers 1",160,255,166,1.0,1.0,1.0
1141,"Postpiriform transition area, layers 2",160,255,166,1.0,1.0,1.0
1142,"Postpiriform transition area, layers 3",160,255,166,1.0,1.0,1.0
391,Field CA1 of the hippocampus- lacunosum moleculare layer of the hippocampus,123,255,121,1.0,1.0,1.0
399,Field CA1 of the hippocampus- oriens layer of the hippocampus,124,255,121,1.0,1.0,1.0
407,Field CA1 of the hippocampus- pyramidal layer of the hippocampus,75,230,70,1.0,1.0,1.0
415,Field CA1 of the hippocampus- radiatum layer of the hippocampus,126,255,121,1.0,1.0,1.0
431,Field CA2 of the hippocampus- lacunosum moleculare layer of the hippocampus,123,255,120,1.0,1.0,1.0
438,Field CA2 of the hippocampus- oriens layer of the hippocampus,124,255,120,1.0,1.0,1.0
446,Field CA2 of the hippocampus- pyramidal layer of the hippocampus,75,230,70,1.0,1.0,1.0
454,Field CA2 of the hippocampus- radiatum layer of the hippocampus,126,255,120,1.0,1.0,1.0
471,Field CA3 of the hippocampus- lacunosum moleculare layer of the hippocampus,123,255,119,1.0,1.0,1.0
479,Field CA3 of the hippocampus- stratum lucidum of the hippocampus,124,255,119,1.0,1.0,1.0
486,Field CA3 of the hippocampus- oriens layer of the hippocampus,125,255,119,1.0,1.0,1.0
495,Field CA3 of the hippocampus- pyramidal layer of the hippocampus,75,230,70,1.0,1.0,1.0
504,Field CA3 of the hippocampus- radiatum layer of the hippocampus,127,255,119,1.0,1.0,1.0
726,Dentate gyrus,114,250,114,1.0,1.0,1.0
10703,Molecular layer of the dentate gyrus,114,250,114,1.0,1.0,1.0
10704,Polymorph layer of the dentate gyrus,94,230,94,1.0,1.0,1.0
632,Granule cell layer of the dentate gyrus,64,200,64,1.0,1.0,1.0
982,Fasciola cinereum,114,253,114,1.0,1.0,1.0
19,Induseum griseum,114,254,114,1.0,1.0,1.0
918,Dorsolateral entorhinal cortex,128,255,145,1.0,1.0,1.0
1121,"Dorsolateral entorhinal cortex, layer 1",0,104,101,1.0,1.0,1.0
20,"Dorsolateral entorhinal cortex, layer 2",0,114,116,1.0,1.0,1.0
999,"Dorsolateral entorhinal cortex, layer 2/3",50,133,139,1.0,1.0,1.0
52,"Dorsolateral entorhinal cortex, layer 3",86,151,158,1.0,1.0,1.0
139,"Dorsolateral entorhinal cortex, layer 5",190,204,206,1.0,1.0,1.0
28,"Dorsolateral entorhinal cortex, layer 6a",148,179,173,1.0,1.0,1.0
60,"Dorsolateral entorhinal cortex, layer 6b",180,199,193,1.0,1.0,1.0
526,"Dorsal intermediate entorhinal cortex, layer 1",0,104,87,1.0,1.0,1.0
543,"Dorsal intermediate entorhinal cortex, layer 2",0,118,106,1.0,1.0,1.0
664,"Dorsal intermediate entorhinal cortex, layer 3",36,122,111,1.0,1.0,1.0
727,"Dorsal intermediate entorhinal cortex, layer 5",64,135,126,1.0,1.0,1.0
743,"Dorsal intermediate entorhinal cortex, layer 6",108,156,152,1.0,1.0,1.0
259,"Ventral intermediate entorhinal cortex, layer 1",0,104,96,1.0,1.0,1.0
324,"Ventral intermediate entorhinal cortex, layer 2",0,117,111,1.0,1.0,1.0
371,"Ventral intermediate entorhinal cortex, layer 3",35,122,117,1.0,1.0,1.0
1133,"Ventral intermediate entorhinal cortex, layer 5/6",80,140,140,1.0,1.0,1.0
2159,Medial entorhinal cortex,80,140,140,1.0,1.0,1.0
2164,"Medial entorhinal cortex, layer 1",80,140,140,1.0,1.0,1.0
2444,"Medial entorhinal cortex, layer 2",80,140,140,1.0,1.0,1.0
2445,"Medial entorhinal cortex, layer 3",80,140,140,1.0,1.0,1.0
2446,"Medial entorhinal cortex, layer 5",80,140,140,1.0,1.0,1.0
2447,"Medial entorhinal cortex, layer 6",80,140,140,1.0,1.0,1.0
2161,Caudomedial entothinal cortex,80,140,140,1.0,1.0,1.0
2448,"Caudomedial entothinal cortex, layer 1",80,140,140,1.0,1.0,1.0
2449,"Caudomedial entothinal cortex, layer 2",80,140,140,1.0,1.0,1.0
2450,"Caudomedial entothinal cortex, layer 3",80,140,140,1.0,1.0,1.0
2451,"Caudomedial entothinal cortex, layer 5",80,140,140,1.0,1.0,1.0
2452,"Caudomedial entothinal cortex, layer 6",80,140,140,1.0,1.0,1.0
843,Parasubiculum,129,255,160,1.0,1.0,1.0
10693,"Parasubiculum, layer 1",129,255,160,1.0,1.0,1.0
10694,"Parasubiculum, layer 2",129,255,160,1.0,1.0,1.0
10695,"Parasubiculum, layer 3",129,255,160,1.0,1.0,1.0
10696,"Postsubiculum, layer 1",128,255,160,1.0,1.0,1.0
10697,"Postsubiculum, layer 2",128,255,160,1.0,1.0,1.0
10698,"Postsubiculum, layer 3",128,255,160,1.0,1.0,1.0
10699,"Presubiculum, layer 1",129,255,161,1.0,1.0,1.0
10700,"Presubiculum, layer 2",129,255,161,1.0,1.0,1.0
10701,"Presubiculum, layer 3",129,255,161,1.0,1.0,1.0
502,Subiculum,128,255,151,1.0,1.0,1.0
509,Dorsal subiculum,129,255,151,1.0,1.0,1.0
829,"Dorsal subiculum, molecular layer",129,255,151,1.0,1.0,1.0
845,"Dorsal subiculum, pyramidal layer",100,230,121,1.0,1.0,1.0
837,"Dorsal subiculum, stratum radiatum",129,255,151,1.0,1.0,1.0
518,Ventral subiculum,130,255,151,1.0,1.0,1.0
853,"Ventral subiculum, molecular layer",130,255,151,1.0,1.0,1.0
870,"Ventral subiculum, pyramidal layer",100,230,121,1.0,1.0,1.0
861,"Ventral subiculum, stratum radiatum",130,255,151,1.0,1.0,1.0
2441,"Subiculum, transition area, molecular layer",130,255,151,1.0,1.0,1.0
2442,"Subiculum, transition area, pyramidal layer",130,255,151,1.0,1.0,1.0
2443,"Subiculum, transition area, stratum radiatum",130,255,151,1.0,1.0,1.0
703,Cortical subplate,80,255,80,1.0,1.0,1.0
583,Claustrum,80,255,85,1.0,1.0,1.0
2002,Dorsal claustrum,80,255,85,1.0,1.0,1.0
2003,Ventral claustrum,80,255,85,1.0,1.0,1.0
952,Dorsal endopiriform nucleus,81,255,87,1.0,1.0,1.0
966,Ventral endopiriform nucleus,82,255,87,1.0,1.0,1.0
2085,Intermediate endopiriform claustrum,82,255,87,1.0,1.0,1.0
2426,Retroendopiriform nucleus ,82,255,87,1.0,1.0,1.0
131,Lateral amygdaloid nucleus,80,255,88,1.0,1.0,1.0
2068,"Lateral amygdaloid nucleus, dorsolateral part",80,255,88,1.0,1.0,1.0
2052,"Lateral amygdaloid nucleus, ventrolateral part",80,255,88,1.0,1.0,1.0
2060,"Lateral amygdaloid nucleus, ventromedial part",80,255,88,1.0,1.0,1.0
303,"Basolateral amygdaloid nucleus, anterior part",81,255,83,1.0,1.0,1.0
311,"Basolateral amygdaloid nucleus, posterior part",82,255,83,1.0,1.0,1.0
451,"Basolateral amygdaloid nucleus, ventral part",73,255,83,1.0,1.0,1.0
327,"Basomedial amygdaloid nucleus, anterior part",81,255,84,1.0,1.0,1.0
334,"Basomedial amygdaloid nucleus, posterior part",82,255,84,1.0,1.0,1.0
2086,"Amygdalohippocampal area, anterolateral part",80,255,89,1.0,1.0,1.0
2087,"Amygdalohippocampal area, posteromedial part",80,255,89,1.0,1.0,1.0
2088,"Amygdalohippocampal area, posterolateral",80,255,89,1.0,1.0,1.0
2376,Caudoputamen- rostral extreme,160,216,248,1.0,1.0,1.0
2294,"Caudoputamen- rostral, medial",160,216,248,1.0,1.0,1.0
2295,"Caudoputamen- rostral, intermediate, dorsal",160,216,248,1.0,1.0,1.0
2296,"Caudoputamen- rostral, intermediate, ventral",160,216,248,1.0,1.0,1.0
2395,"Caudoputamen- rostral, lateral, lateral strip",160,216,248,1.0,1.0,1.0
2297,"Caudoputamen- rostra,l lateral, ventromedial",160,216,248,1.0,1.0,1.0
2299,"Caudoputamen- intermediate, dorsomedial, dorsolateral",160,216,248,1.0,1.0,1.0
2298,"Caudoputamen- intermediate, dorsomedial, intermedial",160,216,248,1.0,1.0,1.0
2374,"Caudoputamen- intermediate, dorsomedial, central dorsal",160,216,248,1.0,1.0,1.0
2380,"Caudoputamen- intermediate, dorsomedial, dorsal tip ",160,216,248,1.0,1.0,1.0
2302,"Caudoputamen- intermediate, ventromedial, ventromedial",160,216,248,1.0,1.0,1.0
2480,"Caudoputamen- intermediate, ventromedial, ventral",160,216,248,1.0,1.0,1.0
2483,"Caudoputamen- intermediate, ventromedial, central ventromedial",160,216,248,1.0,1.0,1.0
2300,"Caudoputamen- intermediate, dorsolateral, dorsal",160,216,248,1.0,1.0,1.0
2301,"Caudoputamen- intermediate, dorsolateral, intermedial dorsal",160,216,248,1.0,1.0,1.0
2479,"Caudoputamen- intermediate, ventrolateral, intermedial ventral",160,216,248,1.0,1.0,1.0
2482,"Caudoputamen- intermediate, ventrolateral, ventral",160,216,248,1.0,1.0,1.0
2481,"Caudoputamen- intermediate, ventrolateral, ventral tip",160,216,248,1.0,1.0,1.0
2370,"Caudoputamen- intermediate, ventrolateral, central ventrolateral",160,216,248,1.0,1.0,1.0
2493,"Caudoputamen- caudal, dorsal",160,216,248,1.0,1.0,1.0
2484,"Caudoputamen- caudal, dorsal, dorsomedial",160,216,248,1.0,1.0,1.0
2485,"Caudoputamen- caudal, dorsal, dorsolateral",160,216,248,1.0,1.0,1.0
2486,"Caudoputamen- caudal, dorsal, ventromedial",160,216,248,1.0,1.0,1.0
2494,"Caudoputamen- caudal, intermediate",160,216,248,1.0,1.0,1.0
2487,"Caudoputamen- caudal, intermediate, dorsal",160,216,248,1.0,1.0,1.0
2489,"Caudoputamen- caudal, intermediate, ventromedial",160,216,248,1.0,1.0,1.0
2488,"Caudoputamen- caudal, intermediate, ventrolateral",160,216,248,1.0,1.0,1.0
2490,"Caudoputamen- caudal, ventral",160,216,248,1.0,1.0,1.0
2495,Caudoputamen- caudal extreme,160,216,248,1.0,1.0,1.0
2001,Lateral stripe of the striatum ,160,216,248,1.0,1.0,1.0
2050,Amygdalostriatal transition area,160,216,248,1.0,1.0,1.0
493,Striatum ventral region,160,232,232,1.0,1.0,1.0
2074,"Accumbens nucleus, core region",160,232,224,1.0,1.0,1.0
2006,"Accumbens nucleus, shell region",160,232,224,1.0,1.0,1.0
2007,"Lateral accumbens, shell region",160,232,224,1.0,1.0,1.0
998,Interstitial nucleus of the posterior limb of the anterior commissure,160,228,224,1.0,1.0,1.0
2012,"Interstitial nucleus of the posterior limb of the anterior commissure, medial part",160,228,224,1.0,1.0,1.0
2372,"Interstitial nucleus of the posterior limb of the anterior commissure, lateral part",160,228,224,1.0,1.0,1.0
754,Olfactory tubercle,160,224,224,1.0,1.0,1.0
481,Island of Calleja,160,224,224,1.0,1.0,1.0
489,"Island of Calleja, major island",160,224,224,1.0,1.0,1.0
458,Olfactory tubercle 1 ,160,224,224,1.0,1.0,1.0
465,Olfactory tubercle 2,160,224,224,1.0,1.0,1.0
473,Olfactory tubercle 3,160,224,224,1.0,1.0,1.0
2018,Navicular nucleus of the basal forebrain,160,224,224,1.0,1.0,1.0
250,"Lateral septal nucleus, dorsal part",153,237,232,1.0,1.0,1.0
258,"Lateral septal nucleus, intermediate part",153,237,233,1.0,1.0,1.0
266,"Lateral septal nucleus, ventral part",153,237,234,1.0,1.0,1.0
2008,Zona limitans,153,237,234,1.0,1.0,1.0
310,Septofimbrial nucleus,147,239,232,1.0,1.0,1.0
333,Septohippocampal nucleus,139,239,232,1.0,1.0,1.0
2009,Septohypothalamic nucleus,139,239,232,1.0,1.0,1.0
23,Anterior amygdaloid area,186,208,248,1.0,1.0,1.0
292,Bed nucleus of the accessory olfactory tract,160,208,232,1.0,1.0,1.0
544,"Central amygdaloid nucleus, capsular part",171,209,248,1.0,1.0,1.0
551,"Central amygdaloid nucleus, lateral part",171,209,249,1.0,1.0,1.0
559,"Central amygdaloid nucleus, medial part",171,209,250,1.0,1.0,1.0
1105,Intercalated nuclei of the amygdala,184,208,248,1.0,1.0,1.0
2375,"Intercalated amygdalar nucleus, main part",184,208,248,1.0,1.0,1.0
411,"Medial amygdaloid nucleus, anterodorsal part",176,209,248,1.0,1.0,1.0
418,"Medial amygdaloid nucleus, anterventral part",176,208,249,1.0,1.0,1.0
426,"Medial amygdaloid nucleus, posterodorsal part",176,208,250,1.0,1.0,1.0
435,"Medial amygdaloid nucleus, posteroventral part",176,208,251,1.0,1.0,1.0
1022,Globus pallidus,160,216,177,1.0,1.0,1.0
1031,Entopeduncular nucleus,160,216,178,1.0,1.0,1.0
835,Ventral pallidum,160,208,176,1.0,1.0,1.0
2371,"Substantia innominata, basal part",152,208,176,1.0,1.0,1.0
2027,Extension of the amygdala,152,208,176,1.0,1.0,1.0
2013,Cell bridges of the ventral striatum,160,228,224,1.0,1.0,1.0
2028,Basal nucleus (Meynert),162,208,176,1.0,1.0,1.0
564,Medial septal nucleus,118,224,176,1.0,1.0,1.0
2005,Lambdoid septal zone,118,224,176,1.0,1.0,1.0
596,Nucleus of the vertical limb of the diagonal band,138,224,176,1.0,1.0,1.0
2293,Lateral nucleus of the diagnoal band,138,224,176,1.0,1.0,1.0
2004,Nucleus of the horizontal limb of the diagonal band,138,224,176,1.0,1.0,1.0
581,Triangular septal nucleus,128,224,176,1.0,1.0,1.0
2308,Nucleus of stria medullaris,160,190,176,1.0,1.0,1.0
537,"Bed nucleus of the stria terminalis, medial division, anterolateral part",160,190,161,1.0,1.0,1.0
498,"Bed nucleus of the stria terminalis, medial division, anterior part",160,190,161,1.0,1.0,1.0
513,"Bed nuclei of the stria terminalis, fusiform nucleus",160,190,161,1.0,1.0,1.0
546,"Bed nucleus of the stria terminalis, lateral division, juxtacapsular part",160,190,161,1.0,1.0,1.0
554,"Bed nucleus of the stria terminalis, lateral division, dorsal part",160,190,161,1.0,1.0,1.0
529,"Bed nucleus of the stria terminalis, medial division, posterolateral part",160,190,161,1.0,1.0,1.0
2010,"Bed nucleus of the stria terminalis, medial division, ventral part",160,190,161,1.0,1.0,1.0
2025,"Bed nucleus of the stria terminalis, medial division, posteromedial part",160,190,168,1.0,1.0,1.0
578,"Bed nucleus of the stria terminalis, medial division, anteromedial part",160,190,168,1.0,1.0,1.0
585,"Bed nucleus of the stria terminalis, medial division, posterointermediate part",160,190,168,1.0,1.0,1.0
2015,"Bed nuclus of the stria terminalis, lateral division, posterior part",160,190,168,1.0,1.0,1.0
2014,"Bed nucleus of the stria terminalis, lateral division, ventral part ",160,190,168,1.0,1.0,1.0
2022,"Bed nucleus of the stria terminalis, lateral division, intermediate part",160,190,168,1.0,1.0,1.0
2049,"Bed nucleus of the stria terminalis, intraamygdaloid",160,190,168,1.0,1.0,1.0
287,Bed nucleus of the anterior commissure,160,190,152,1.0,1.0,1.0
10707,"Lobule 1 of the cerebellar vermis, molecular layer",240,242,128,1.0,1.0,1.0
10705,"Lobule 1 of the cerebellar vermis, granular layer",227,219,97,1.0,1.0,1.0
10710,"Lobule 2 of the cerebellar vermis, molecular layer",240,242,128,1.0,1.0,1.0
10708,"Lobule 2 of the cerebellar vermis, granular layer",227,219,97,1.0,1.0,1.0
10713,"Lobule 3 of the cerebellar vermis, molecular layer",240,242,128,1.0,1.0,1.0
10711,"Lobule 3 of the cerebellar vermis, granular layer",227,219,97,1.0,1.0,1.0
992,Lobule 4 of the cerebellar vermis,240,242,128,1.0,1.0,1.0
10722,"Lobules 4 and 5 of the cerebellar vermis, molecular layer",240,242,128,1.0,1.0,1.0
10720,"Lobules 4 and 5 of the cerebellar vermis, granular layer",227,219,97,1.0,1.0,1.0
10725,"Lobule 6 of the cerebellar vermis, molecular layer",240,242,128,1.0,1.0,1.0
10723,"Lobule 6 of the cerebellar vermis, granular layer",227,219,97,1.0,1.0,1.0
10728,"Lobule 7 of the cerebellar vermis, molecular layer",240,242,128,1.0,1.0,1.0
10726,"Lobule 7 of the cerebellar vermis, granular layer",227,219,97,1.0,1.0,1.0
10731,"Lobule 8 of the cerebellar vermis, molecular layer",240,242,128,1.0,1.0,1.0
10729,"Lobule 8 of the cerebellar vermis, granular layer",227,219,97,1.0,1.0,1.0
10734,"Lobule 9 of the cerebellar vermis, molecular layer",240,242,128,1.0,1.0,1.0
10732,Lobule 9 of the cerebellar vermis,227,219,97,1.0,1.0,1.0
10737,"Lobule 10 of the cerebellar vermis, molecular layer",240,242,128,1.0,1.0,1.0
10735,"Lobule 10 of the cerebellar vermis, granular layer",227,219,97,1.0,1.0,1.0
10674,"Simple lobule, molecular layer",240,241,128,1.0,1.0,1.0
10672,"Simple lobule, granular layer",227,219,97,1.0,1.0,1.0
10677,"Crus 1 of the ansiform lobule, molecular layer",240,241,128,1.0,1.0,1.0
10675,"Crus 1 of the ansiform lobule, granular layer",227,219,97,1.0,1.0,1.0
10680,"Crus 2 of the ansiform lobule, molecular layer",240,241,128,1.0,1.0,1.0
10678,"Crus 2 of the ansiform lobule, granular layer",227,219,97,1.0,1.0,1.0
10683,"Paramedian lobule, molecular layer",240,241,128,1.0,1.0,1.0
10681,"Paramedian lobule, granular layer",227,219,97,1.0,1.0,1.0
10686,"Copula of the pyramis, molecular layer",240,241,128,1.0,1.0,1.0
10684,"Copula of the pyramis, granular layer",227,219,97,1.0,1.0,1.0
10689,"Paraflocculus, molecular layer",240,241,128,1.0,1.0,1.0
10687,"Paraflocculus, granular layer",227,219,97,1.0,1.0,1.0
10692,"Flocculus, molecular layer",240,241,128,1.0,1.0,1.0
10690,"Flocculus, granular layer",227,219,97,1.0,1.0,1.0
989,Medial cerebellar nucleus,240,240,82,1.0,1.0,1.0
2244,"Medial cerebellar nucleus, dorsolateral protuberance",240,240,82,1.0,1.0,1.0
2245,"Medial cerebellar nucleus, lateral part",240,240,82,1.0,1.0,1.0
2239,"Interposed cerebellar nucleus, anterior part",240,240,82,1.0,1.0,1.0
2240,"Interposed cerebellar nucleus, dorsolateral hump",240,240,82,1.0,1.0,1.0
2241,"Interposed cerebellar nucleus, posterior part",240,240,82,1.0,1.0,1.0
2242,"Interposed cerebellar nucleus, posterior parvicellular",240,240,82,1.0,1.0,1.0
846,Lateral (dentate) cerebellar nucleus,240,240,82,1.0,1.0,1.0
2247,"Lateral cerebellar nucleus, parvicellular part",240,240,82,1.0,1.0,1.0
549,Thalamus,255,112,128,1.0,1.0,1.0
2414,Periventricular gray ,255,112,128,1.0,1.0,1.0
2115,Ethmoid thalamic nucleus,255,131,130,1.0,1.0,1.0
2116,Retroethmoid nucleus,255,131,130,1.0,1.0,1.0
2117,Scaphoid thalamic nucleus,255,131,130,1.0,1.0,1.0
2120,Posterior intralaminar thalamic nucleus,255,108,144,1.0,1.0,1.0
629,Ventrolateral thalamic nucleus,255,108,161,1.0,1.0,1.0
2316,Ventral anterior thalamic nucleus,255,108,161,1.0,1.0,1.0
685,Ventromedial thalamic nucleus,255,108,162,1.0,1.0,1.0
718,Ventral posterolateral thalamic nucleus,255,108,145,1.0,1.0,1.0
733,Ventral posteromedial thalamic nucleus,255,108,147,1.0,1.0,1.0
2362,"Ventral posteromedial nucleus of the thalamus, dorsal part",255,108,147,1.0,1.0,1.0
2363,"Ventral posteromedial nucleus of the thalamus, ventral part",255,108,147,1.0,1.0,1.0
2361,"Ventral posterior nucleus of the thalamus, parvicellular",255,108,147,1.0,1.0,1.0
406,Subparafascicular thalamic nucleus,255,112,165,1.0,1.0,1.0
422,"Subparafascicular thalamic nucleus, parvicellular part",255,110,165,1.0,1.0,1.0
1044,Peripeduncular nucleus,255,112,163,1.0,1.0,1.0
2158,Subbrachial nucleus,255,112,160,1.0,1.0,1.0
475,Medial geniculate nucleus,255,112,162,1.0,1.0,1.0
1072,"Medial geniculate nucleus, dorsal part",255,112,162,1.0,1.0,1.0
1079,"Medial geniculate nucleus, ventral part",255,112,162,1.0,1.0,1.0
1088,"Medial geniculate nucleus, medial part",255,112,162,1.0,1.0,1.0
2126,Marginal zone of the medial geniculate,255,112,162,1.0,1.0,1.0
170,Dorsal lateral geniculate nucleus,255,112,161,1.0,1.0,1.0
2069,"Lateral posterior thalamic nucleus, mediorostral part",255,135,130,1.0,1.0,1.0
2070,"Lateral posterior thalamic nucleus, mediocaudal part",255,135,130,1.0,1.0,1.0
2071,"Lateral posterior thalamic nucleus, laterorostral part",255,135,130,1.0,1.0,1.0
2127,"Lateral posterior thalamic nucleus, laterocaudal part",255,135,130,1.0,1.0,1.0
2094,Intramedullary thalamic area,255,135,130,1.0,1.0,1.0
1020,Posterior thalamic nuclear group,255,134,130,1.0,1.0,1.0
2055,Angular thalamic nucleus,255,134,130,1.0,1.0,1.0
2128,"Posterior thalamic nuclear group, triangular part",255,134,130,1.0,1.0,1.0
1029,Posterior limitans thalamic nucleus,255,133,130,1.0,1.0,1.0
325,Suprageniculate thalamic nucleus,255,131,130,1.0,1.0,1.0
255,Anteroventral thalamic nucleus,255,136,133,1.0,1.0,1.0
2035,"Anteroventral thalamic nucleus, ventrolateral part",255,136,133,1.0,1.0,1.0
2036,"Anterovent thalamic nucleus, dorsomedial part",255,136,133,1.0,1.0,1.0
1096,Anteromedial thalamic nucleus,255,136,134,1.0,1.0,1.0
1104,"Anteromedial thalamic nucleus, ventral part",255,136,134,1.0,1.0,1.0
64,Anterodorsal thalamic nucleus,255,136,135,1.0,1.0,1.0
1120,Interanteromedial thalamic nucleus,255,136,129,1.0,1.0,1.0
1113,Interanterodorsal thalamic nucleus,255,144,159,1.0,1.0,1.0
155,"Laterodorsal thalamic nucleus, ventrolateral part",255,136,128,1.0,1.0,1.0
2046,"Laterodorsal thalamic nucleus, dorsomedial part",255,136,128,1.0,1.0,1.0
59,Intermediodorsal thalamic nucleus,255,144,164,1.0,1.0,1.0
2091,Posteromedian thalamic nucleus,255,144,164,1.0,1.0,1.0
362,Mediodorsal thalamic nucleus,255,144,163,1.0,1.0,1.0
617,"Mediodorsal thalamic nucleus, central part",255,144,163,1.0,1.0,1.0
626,"Mediodorsal thalamic nucleus, lateral part ",255,144,163,1.0,1.0,1.0
636,"Mediodorsal thalamic nucleus, medial part",255,144,163,1.0,1.0,1.0
366,Submedius thalamic nucleus,255,144,161,1.0,1.0,1.0
2377,"Submedius thalamic nucleus, dorsal part",255,144,161,1.0,1.0,1.0
2378,"Submedius thalamic nucleus, ventral part",255,144,161,1.0,1.0,1.0
571,Midline group of the dorsal thalamus,255,134,134,1.0,1.0,1.0
2089,"Paraventricular thalamic nucleus, anterior part",255,133,133,1.0,1.0,1.0
2090,"Paraventricular thalamic nucleus, posterior part",255,133,133,1.0,1.0,1.0
15,Parataenial thalamic nucleus,255,133,134,1.0,1.0,1.0
2038,Xiphoid thalamic nucleus,255,133,134,1.0,1.0,1.0
2039,Paraxiphoid nucleus of thalamus,255,133,134,1.0,1.0,1.0
2032,Accessory neuosecretory nuclei,255,133,134,1.0,1.0,1.0
2092,Reuniens thalamic nucleus,255,133,132,1.0,1.0,1.0
2093,Retrouniens area,255,133,132,1.0,1.0,1.0
2037,Ventral reuniens thalamic nucleus,255,133,132,1.0,1.0,1.0
189,Rhomboid thalamic nucleus,255,128,132,1.0,1.0,1.0
599,Central medial thalamic nucleus,255,134,132,1.0,1.0,1.0
907,Paracentral thalamic nucleus,255,132,132,1.0,1.0,1.0
2064,Oval paracentral thalamic nucleus,255,132,132,1.0,1.0,1.0
575,Centrolateral thalamic nucleus,255,135,132,1.0,1.0,1.0
930,Parafascicular thalamic nucleus,255,130,132,1.0,1.0,1.0
262,Reticular nucleus (prethalamus),255,128,128,1.0,1.0,1.0
27,Intergeniculate leaflet,255,135,134,1.0,1.0,1.0
178,Pregeniculate nucleus of the prethalamus,255,135,135,1.0,1.0,1.0
2072,"Pregeniculate nucleus, magnocellular part",255,135,135,1.0,1.0,1.0
2073,"Pregeniculate nucleus, parvicellular part",255,135,135,1.0,1.0,1.0
321,Subgeniculate nucleus of the prethalamus,255,135,133,1.0,1.0,1.0
483,Medial habenular nucleus,255,134,144,1.0,1.0,1.0
186,Lateral habenular nucleus,255,135,144,1.0,1.0,1.0
2058,"Lateral habenular nucleus, medial part",255,135,144,1.0,1.0,1.0
2059,"Lateral habenular nucleus, lateral part",255,135,144,1.0,1.0,1.0
390,Supraoptic nucleus,255,76,60,1.0,1.0,1.0
2051,"Supraoptic nucleus, retrochiasmatic part",255,76,60,1.0,1.0,1.0
2034,Episupraoptic nucleus,255,76,60,1.0,1.0,1.0
432,Circulur nucleus,255,76,62,1.0,1.0,1.0
38,"Paraventricular thalamic nucleus, anterior part",255,76,77,1.0,1.0,1.0
79,"Paraventricular hypothalamic nucleus, medial magnocellular part",255,76,74,1.0,1.0,1.0
652,"Paraventricular hypothalamic nucleus, lateral magnocellular part",255,76,73,1.0,1.0,1.0
660,"Paraventricular hypothalamic nucleus, posterior part",255,76,73,1.0,1.0,1.0
55,"Paraventricular hypothalamic nucleus, anterior parivcellular part",255,76,69,1.0,1.0,1.0
2026,Anterior perifornical nucleus,255,76,69,1.0,1.0,1.0
87,"Paraventricular hypothalamic nucleus, medial parvicellular part",255,76,71,1.0,1.0,1.0
30,"Paraventricular hypothalamic nucleus, ventral part",255,76,78,1.0,1.0,1.0
223,Arcuate hypothalamic nucleus,255,76,79,1.0,1.0,1.0
2061,"Arcuate hypothalamic nucleus, dorsal part",255,76,79,1.0,1.0,1.0
2062,"Arcuate hypothalamic nucleus, lateral part",255,76,79,1.0,1.0,1.0
2104,"Arcuate hypothalamic nucleus, lateroposterior part",255,76,79,1.0,1.0,1.0
2095,"Arcuate hypothalamic nucleus, medial part",255,76,79,1.0,1.0,1.0
2103,"Arcuate hypothalamic nucleus, medial posterior part",255,76,79,1.0,1.0,1.0
272,Anteroventral periventricular nucleus,255,77,84,1.0,1.0,1.0
830,Dorsomedial hypothalamic nucleus,255,77,85,1.0,1.0,1.0
2076,"Dorsomedial hypothalamic nucleus, dorsal part",255,77,85,1.0,1.0,1.0
2077,"Dorsomedial hypothalamic nucleus, compact part",255,77,85,1.0,1.0,1.0
2078,"Dorsomedial hypothalamic nucleus, ventral part",255,77,85,1.0,1.0,1.0
668,"Dorsomedial nucleus of the hypothalamus, anterior part",255,77,85,1.0,1.0,1.0
452,Median preoptic nucleus,255,77,86,1.0,1.0,1.0
523,Medial preoptic area,255,77,87,1.0,1.0,1.0
2016,Strial part of the preoptic area,255,77,87,1.0,1.0,1.0
2023,Striohypothalamic nucleus,255,77,87,1.0,1.0,1.0
2306,Anterior commissural nucleus,255,77,87,1.0,1.0,1.0
763,Vascular organ of the lamina terminalis,255,77,88,1.0,1.0,1.0
914,Posterodorsal preoptic nucleus,255,77,89,1.0,1.0,1.0
1109,Parastrial nucleus,255,77,90,1.0,1.0,1.0
